"specRPName","errorExample","errorExampleReasonFromValidation","errorExampleReasonFromMock"
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","specification/saas/resource-manager/Microsoft.SaaS/preview/2018-03-01-beta/examples/saasSubscriptionLevel/ResourceMove.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"security","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"securityinsights","specification/securityinsights/resource-manager/Microsoft.SecurityInsights/preview/2021-09-01-preview/examples/alertRules/GetNrtAlertRule.json","","Wrong operaion api version"
"securityinsights","specification/securityinsights/resource-manager/Microsoft.SecurityInsights/preview/2021-09-01-preview/examples/alertRules/CreateNrtAlertRule.json","","Wrong operaion api version"
"securityinsights","specification/securityinsights/resource-manager/Microsoft.SecurityInsights/preview/2021-09-01-preview/examples/incidents/comments/DeleteIncidentComment.json","","Wrong operaion api version"
"securityinsights","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"serialconsole","specification/serialconsole/resource-manager/Microsoft.SerialConsole/stable/2018-05-01/examples/ListSerialPortSubscription.json","","Operation do not have api version param"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesListByWorkspaceGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesGetGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesGetLivenessGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesListConnectionsGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesListProcessesGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesListPortsGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/MachineGroups/SMMachinesListMachineGroupMembershipGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesGetGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesGetLivenessGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesListAcceptingPortsGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesListConnectionsGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsGetGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsGetLivenessGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsListAcceptingProcessesGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsListConnectionsGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsGetGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsGetMembersCountGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsListMembersGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Maps/SMMapsGenerateMachineGroupDependencyPost.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Summaries/SMSummariesGetMachinesGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsListByWorkspaceGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsCreatePost.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsGetGet.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsUpdatePut.json","","Wrong operaion api version"
"service-map","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesListByWorkspaceGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesGetGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesGetLivenessGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/SMMachinesListConnectionsGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesListProcessesGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesListPortsGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/MachineGroups/SMMachinesListMachineGroupMembershipGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesGetGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesGetLivenessGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesListAcceptingPortsGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Processes/SMMachinesProcessesListConnectionsGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsGetGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsGetLivenessGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsListAcceptingProcessesGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Machines/Ports/SMMachinesPortsListConnectionsGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsGetGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsGetMembersCountGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/ClientGroups/SMClientGroupsListMembersGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Maps/SMMapsGenerateMachineGroupDependencyPost.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/Summaries/SMSummariesGetMachinesGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsListByWorkspaceGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsCreatePost.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsGetGet.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsUpdatePut.json","","Wrong operaion api version"
"servicebus","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","","Wrong operaion api version"
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","specification/service-map/resource-manager/Microsoft.OperationalInsights/preview/2015-11-01-preview/examples/MachineGroups/SMMachineGroupsDeleteDelete.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"servicefabricmesh","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"servicelinker","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"signalr","specification/signalr/resource-manager/Microsoft.SignalRService/stable/2021-10-01/examples/Operations_List.json","","Example response not match with schema"
"signalr","specification/signalr/resource-manager/Microsoft.SignalRService/stable/2021-10-01/examples/SignalR_CheckNameAvailability.json","","Duplicated example id"
"softwareplan","specification/signalr/resource-manager/Microsoft.SignalRService/stable/2021-10-01/examples/SignalR_CheckNameAvailability.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"softwareplan","specification/signalr/resource-manager/Microsoft.SignalRService/stable/2021-10-01/examples/SignalR_CheckNameAvailability.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"solutions","specification/solutions/resource-manager/Microsoft.Solutions/stable/2021-07-01/examples/deleteApplication.json","","LRO response not contains 200 response"
"sql","specification/sql/resource-manager/Microsoft.Sql/preview/2020-11-01-preview/examples/ColumnsListByDatabaseMax.json","","Example request has invalid type value"
"sql","specification/sql/resource-manager/Microsoft.Sql/preview/2020-11-01-preview/examples/ManagedColumnsListByDatabaseMax.json","","Example request has invalid type value"
"sql","specification/sql/resource-manager/Microsoft.Sql/preview/2020-11-01-preview/examples/ManagedDatabaseSecurityEventsGetMax.json","","Example request not match with schema"
"sql","","XMS_EXAMPLE_NOTFOUND_ERROR",""
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/OperationsList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/SKUList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountCheckNameAvailability.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/NfsV3AccountCreate.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountDelete.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetProperties.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountEnableAD.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListByResourceGroup.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListKeys.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountRegenerateKerbKey.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListAccountSAS.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListServiceSAS.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountFailover.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountHierarchicalNamespaceMigration.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountAbortHierarchicalNamespaceMigration.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountAbortHierarchicalNamespaceMigration.json","LRO_RESPONSE_HEADER",""
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountRevokeUserDelegationKeys.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/DeletedAccountList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/DeletedAccountGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListLocationUsage.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetManagementPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountSetManagementPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountDeleteManagementPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetBlobInventoryPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountSetBlobInventoryPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountDeleteBlobInventoryPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListBlobInventoryPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListPrivateEndpointConnections.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetPrivateEndpointConnection.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountPutPrivateEndpointConnection.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountDeletePrivateEndpointConnection.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListPrivateLinkResources.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountListObjectReplicationPolicies.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetObjectReplicationPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountCreateObjectReplicationPolicyOnDestination.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountDeleteObjectReplicationPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountPutEncryptionScope.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountPatchEncryptionScope.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountGetEncryptionScope.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/StorageAccountEncryptionScopeList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobServicesList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobServicesPutLastAccessTimeBasedTracking.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobServicesGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersPutDefaultEncryptionScope.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersPatch.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersGetWithAllowProtectedAppendWritesAll.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersDelete.json","","Wrong operaion api version"
